title,link
India has become an important part of the global economy: PM Modi at ET Global Business Summit,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-at-economic-times-global-business-summit
Bundelkhand Expressway will enhance connectivity in UP: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-at-launch-of-various-development-projects-in-chitrakoot-uttar-pradesh
Government committed to ensuring justice for everyone: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-at-samajik-adhikarita-shivir-in-prayagraj-uttar-pradesh
"PM’s closing remarks at the Namaste Trump event in Ahmedabad, Gujarat",https://www.narendramodi.in/prime-minister-narendra-modi-closing-remarks-at-the-namaste-trump-event-in-ahmedabad-gujarat
"PM’s opening remarks at the Namaste Trump event in Ahmedabad, Gujarat",https://www.narendramodi.in/prime-minister-narendra-modi-s-opening-remarks-at-the-namaste-trump-event-in-ahmedabad-gujarat
Hunar Haat has given wings to the aspirations of artisans: PM Modi during Mann Ki Baat,https://www.narendramodi.in/prime-minister-narendra-modi-s-mann-ki-baat-with-the-nation-february-2020
Khelo India Games have become extremely popular among youth: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-speech-at-the-inauguration-of-1st-khelo-india-university-games
The Rule of Law has been a core civilizational value of Indian society since ages: PM Modi,https://www.narendramodi.in/prime-minister-narendra-modi-addresses-international-judicial-conference-2020
"For ages, conservation of wildlife and habitats has been a part of the cultural ethos of India: PM",https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-at-the-inauguration-of-13th-cop-to-the-convention-on-migratory-species-in-gandhinagar-gujarat
This year’s Budget has given utmost thrust to manufacturing and Ease of Doing Business: PM,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-speech-at-kashi-ek-roop-anek-event-at-varanasi
"Inspired by Pt. Deendayal Upadhyaya, 21st century India is working for Antyodaya: PM Modi",https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-speech-during-unveiling-statue-dedicating-to-the-nation-the-deendayal-upadhyay-memorial
"Our conduct as citizens will determine the future of India, it will decide the direction of new India: PM",https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-at-centenary-celebrations-of-shri-jagadguru-vishwaradhya-gurukul-in-varanasi
Our aim to transform India into a tax compliant society: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-speech-in-times-now-summit
PM Modi's remarks at joint press meet with PM Rajapaksa of Sri Lanka,https://www.narendramodi.in/prime-minister-narendra-modi-and-prime-minister-rajapaksa-of-sri-lanka-address-joint-press-meet-in-delhi
Bodo Accord will bring progress and prosperity for the community and Assam: PM,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-at-kokrajhar-in-assam
Our Government has brought new thoughts and new approach to the governance: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-reply-to-the-motion-of-thanks-on-the-president-s-address-in-the-rajya-sabha
"Our vision is for greater investment, better infrastructure and maximum job creation: PM Modi",https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-reply-to-the-motion-of-thanks-on-the-president-s-address-in-the-lok-sabha-06-02-2020
"Together, let us all work in the direction of building a grand Ram Mandir: PM Modi",https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-address-in-lok-sabha
BJP government has always worked for the betterment of poor and women: PM Modi,https://www.narendramodi.in/prime-minister-s-text-of-speech-at-public-rally-in-dwarka-delhi
Only BJP can take Delhi to heights it deserves: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-speech-at-public-meeting-in-shahdara-new-delhi
Budget aims at the economic empowerment of every citizen in the country: PM Modi,https://www.narendramodi.in/text-of-prime-minister-s-statement-after-the-union-budget-2020-21
PM’s remarks at beginning of the Budget Session of Parliament,https://www.narendramodi.in/prime-minister-narendra-modi-s-remarks-at-beginning-of-the-budget-session-of-parliament-2020-31-january
"NCC strengthens the spirit of discipline, determination and devotion towards the nation: PM",https://www.narendramodi.in/text-of-prime-minister-narendra-modim-s-speech-at-national-cadet-corps-rally-new-delhi
Our efforts are on modernizing the agriculture sector by incorporating latest technology: PM Modi,https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-speech-at-3rd-global-potato-conclave
"Like swachhata, water conservation is witnessing people's participation: PM Modi during Mann Ki Baat",https://www.narendramodi.in/prime-minister-narendra-modi-s-mann-ki-baat-january-26th-2020
PM Modi's remarks at joint press meet with President Bolsonaro of Brazil,https://www.narendramodi.in/pm-modi-and-president-bolsonaro-of-brazil-address-the-joint-press-meet
Our resolve must be to always strengthen India’s unity: PM,https://www.narendramodi.in/text-of-prime-ministers-speech-during-the-at-homewith-tribal-guests-ncc-cadets-nss-volunteers-and-tableaux-artists
I get inspiration from you: PM Modi to winners of Rashtriya Bal Puraskar,https://www.narendramodi.in/speech-of-prime-minister-narendra-modi-s-interaction-with-winners-of-pradhan-mantri-rashtriya-bal-puraskar-2020
India has been playing the role of a trusted partner in Nepal’s all round development: PM,https://www.narendramodi.in/remarks-by-prime-minister-narendra-modi-at-the-remote-inauguration-of-icp-biratnagar-and-witnessing-the-progress-in-housing-reconstruction-project-in-nepal
‘Sangathan and Sangarsh’ are the two pillars on which Bharatiya Janata Party has been built: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-bharatiya-janata-party-headquarters-in-delhi-
Be confident about your preparation: PM Modi to students appearing for exams,https://www.narendramodi.in/text-of-prime minister-narendra-modi-s-interaction-with-students-at-pariksha-pe-charcha-2020
"In a world seeking to break free from mindless hate & violence, the Indian way of life offers rays of hope: PM",https://www.narendramodi.in/text-of-pm-s-speech-at-iim-kozhikode-through-video-conference
"Powered by the talented youth, a New India is taking shape: PM Modi",https://www.narendramodi.in/text-of-pm-s-speech-on-national-youth-day
"Kolkata port represents industrial, spiritual and self-sufficiency aspirations of India: PM",https://www.narendramodi.in/text-of-pm-s-address-at-programme-to-mark-150-years-of-kolkata-port-trust
PM Modi addresses a programme at Belur Math,https://www.narendramodi.in/pm-modi-addresses-a-programme-at-belur-math
We want to make India a hub of heritage tourism: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-dedication-of-four-refurbished-heritage-buildings-in-kolkata-to-the-nation
"'Reform with intent, Perform with integrity, Transform with intensity’, says PM",https://www.narendramodi.in/text-of-pm-s-speech-at-the-centenary-celebrations-of-kirloskar-group
The growth story of India depends on its achievements in the Science & Technology sector: PM,https://www.narendramodi.in/text-of-pm-s-address-at-the-inauguration-of-107th-indian-science-congress
Govt willing to walk the extra mile with the scientific community: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-attends-a-programme-by-drdo-in-karnataka
Our Government has always given priority towards welfare of farmers: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-krishi-karman-awards-programme-in-karnataka
India has entered the third decade of the 21st century with new energy and enthusiasm: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-in-shri-siddhaganga-mutt
Youth of India will take the country to new heights in the next decade: PM during Mann Ki Baat,https://www.narendramodi.in/pm-modi-s-mann-ki-baat-december-29-2019
"In addition to rights, we must give as much importance to our duties as citizens: PM",https://www.narendramodi.in/text-of-pm-s-address-at-the-foundation-stone-laying-ceremony-of-ab-vajpayee-medical-university-in-lucknow
 New India has to prepare to deal with every situation of water crisis: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-launch-of-atal-jal-yojna
"CAA gives citizenship, doesn't snatch it: PM Modi",https://www.narendramodi.in/pm-modi-s-text-of-speech-in-delhi-s-ramlila-maidan
We are focusing on formalization and modernization of Indian economy: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-inaugural-session-of-hundred-years-of-assocham
No Indian citizen will be affected by citizenship law: PM Modi ,https://www.narendramodi.in/pm-modi-s-text-of-speech-at-barhait-in-jharkhand
"Congress, allies have raised storm over citizenship law, they are behind unrest & arson: PM in Dumka",https://www.narendramodi.in/pm-modi-s-text-of-speech-at-dumka-in-jharkhand-s-
BJP always delivers on its promises: PM Modi in Dhanbad,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-dhanbad-jharkhand
"For vote bank politics, Congress kept delaying resolution of Ayodhya dispute: PM Modi in Barhi, Jharkhand",https://www.narendramodi.in/text-of-pm-s-speech-at-public-meeting-in-barhi-jharkhand
"For Better Tomorrow, our government is working on to solve the current challenges: PM Modi",https://www.narendramodi.in/text-of-pm-s-address-at-the-hindustan-times-leadership-summit
Remarks by PM during DVC with Maldivian President Solih,https://www.narendramodi.in/remarks-by-pm-during-dvc-with-maldivian-president-solih
"BJP Govt will protect Jharkhand’s ‘Jal’, ‘Jungle’, ‘Jameen’: PM Modi in Khunti",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-khunti-jharkhand
PM Modi’s remarks at joint press meet with Sri Lankan President,https://www.narendramodi.in/pm-modi-at-joint-press-meet-with-sri-lankan-president-gotabaya-rajapaksa
India has transformed from Nation wants to know to Nation First: PM,https://www.narendramodi.in/text-of-pm-s-address-at-republic-tv-summit
It is our Constitution that binds us all together: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-joint-session-of-parliament-on-70th-constitution-day
Important for Jharkhand that a strong and stable BJP government is formed: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-a-public-meeting-in-daltonganj-jharhand
"Our civilization, culture and languages convey the message of unity in diversity to the whole world: PM Modi during Mann Ki Baat",https://www.narendramodi.in/prime-minister-narendra-modi-s-mann-ki-baat-with-the-nation-november-2019
CAG should be a catalyst of good governance: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-conclave-of-accountants-general-deputy-accountants-general
"Whenever it has been about national good, the Rajya Sabha has risen to the occasion: PM",https://www.narendramodi.in/text-of-pm-s-remarks-on-250th-session-of-rajya-sabha
Government is open to discuss all issues in Parliament: PM,https://www.narendramodi.in/text-of-pm-s-statement-to-media-ahead-of-winter-session-of-parliament
Prime Minister's remarks at BRICS Business Forum,https://www.narendramodi.in/prime-minister-s-remarks-at-brics-business-forum
PM Modi’s address to nation following SC verdict on Ayodhya,https://www.narendramodi.in/pms-address-to-the-nation
"Guru Nanak Dev Ji taught about equality, brotherhood and unity in the society: PM",https://www.narendramodi.in/text-of-pm-s-address-at-dera-baba-nanak-in-gurdaspur-punjab
Government is committed to ensure a better future for the residents of Delhi: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-to-rwa-office-bearers-members-of-unauthorized-colonies-of-delhi
PM highlights the four wheels of development at Rising Himachal Global Investors' Summit,https://www.narendramodi.in/text-of-pm-s-address-at-the-global-investors-meet-2019-in-dharamshala-himachal-pradesh
"There are no failures in science; there are only efforts, experiments and success: PM",https://www.narendramodi.in/text-of-pm-s-address-at-5th-india-international-science-festival-via-video-conferencing
ASEAN is and always will be the heart of our Act East Policy: PM Modi,https://www.narendramodi.in/text-of-pm-s-opening-statement-at-16th-asean-india-summit-in-bangkok
This is the best time to be in India: PM Modi,https://www.narendramodi.in/prime-minister-s-remarks-at-the-aditya-birla-group-golden-jubilee-celebrations
We are developing Northeast India as the gateway to Southeast Asia: PM,https://www.narendramodi.in/text-of-pm-s-speech-at-indian-community-event-in-thailand
PM's Press Statement during the state visit of Chancellor of Germany to India,https://www.narendramodi.in/pm-s-press-statement-during-the-state-visit-of-chancellor-of-germany-to-india
"In order to fulfill the vision of New India, our bureaucracy should have the thinking and approach of 21st century: PM",https://www.narendramodi.in/text-of-pm-s-address-to-civil-service-probationers-in-kevadia
"Unity in diversity is our pride, our identity: Prime Minister Modi",https://www.narendramodi.in/text-of-pm-s-address-at-ekta-diwas-parade-on-birth-anniversary-of-sardar-patel-in-kevadia-gujarat
PM highlights 5 Big Trends for Global Business at Future Investment Initiative Forum in Riyadh!,https://www.narendramodi.in/text-of-pm-s-keynote-address-at-future-investment-initiative-forum-in-riyadh
Society has always played active role in strengthening the country’s unity: PM during Mann Ki Baat,https://www.narendramodi.in/society-has-always-played-active-role-in-strengthening-the-country-s-unity-pm-during-mann-ki-baat
"In the next 5 years, both Maharashtra and Haryana will reach new heights: PM Modi",https://www.narendramodi.in/pm-s-text-of-speech-to-karyakartas-at-bjp-headquarters-in-delhi
Let us make sure that benefits of government's initiatives reach every citizen: PM to Karyakartas,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-interacts-with-bjp-karyakartas-in-varanasi-via-vc
Technology is the bridge to achieve ‘Sabka Saath Sabka Vikas’: PM,https://www.narendramodi.in/text-of-pm-s-address-during-the-release-of-book-bridgital-nation-21-oct-2019
Wrong policies and strategies of Congress destroyed the nation: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-ellenabad-haryana
"For us, the country is bigger than the party: PM Modi in Mumbai",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-mumbai-on-18th-october-maharashtra
Abrogation of Article 370 is a tribute to our brave Jawans: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-hisar-haryana
"Be it Army, Navy or Air Force, modern weapons are a part of our armed forces today: PM",https://www.narendramodi.in/text-of-pm-s-speech-in-public-meeting-in-satara-maharashtra
"Our endeavour is Sabka Saath, Sabka Vikas: PM Modi",https://www.narendramodi.in/text-of-pm-s-speech-at-public-meeting-in-partur-maharashtra
"Congress shedding crocodile tears over Article 370, says PM Modi ",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-ballabhgarh-haryana
We took a historic decision on August 5 about which nobody could even think about in the past: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-jalgaon-maharashtra
Every festival brings our society together: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-during-dussehra-celebrations-at-dda-ground-dwarka-in-delhi
"PM Modi and PM Sheikh Hasina of Bangladesh hold bilateral talks, inaugurate development projects",https://www.narendramodi.in/pm-modi-and-bangladesh-pm-launch-various-projects-05-oct-2019
Address of the Prime Minister during the Joint Video Inauguration of Metro Express and ENT Hospital in Mauritius,https://www.narendramodi.in/pm-modi-pm-jugnauth-jointly-inaugurate-phase-1-of-metro-express-new-ent-hospital-in-mauritius-oct-2019
"Inspired by Gandhi Ji's vision, we are building a clean, healthy, prosperous and strong New India: PM",https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-of-swachh-bharat-diwas-2019
Mahatma Gandhi's teachings offer solutions to the problems the world faces today: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-ahmedabad-gujarat
Ayushman Bharat is a holistic solution for a healthy India: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-valedictory-function-of-arogya-manthan-
"Foundations of 21st century will rest on three crucial pillars of Innovation, Teamwork, Technology: PM",https://www.narendramodi.in/text-of-pm-s-speech-at-the-convocationof-iit-madras
India & Singapore have moved from competition to collaboration: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-singapore-india-hackathon-event-at-iit-chennai
"Today, the world sees India with hope: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-in-public-meeting-at-chennai-airport
"This festive season, let us share joy and happiness with everyone: PM Modi during 'Mann Ki Baat'",https://www.narendramodi.in/prime-minister-narendra-modi-s-mann-ki-baat-with-the-nation-september-2019
Respect for India on world stage has increased significantly: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-rousing-reception-in-delhi-
Prime Minister's address to the UNGA,https://www.narendramodi.in/prime-minister-s-address-to-the-unga
"If you want to Make in India, for India and for the world, come to India: PM Modi",https://www.narendramodi.in/keynote-address-by-prime-minister-at-bloomberg-global-business-forum-in-new-york
Swachh Bharat mission has benefited the poor and the women most: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-goalkeepers-global-goal-award-2019
Principles of Gandhi ji act as a guide to protect humanity: PM,https://www.narendramodi.in/text-of-pm-s-speech-at-ecosoc-chambers-on-relevance-of-mahatma-gandhi-in-today-s-era
PM’s remarks at Climate Action Summit 2019 during 74th session of UNGA,https://www.narendramodi.in/pm-modi-s-remarks-at-summit-on-climate-change
Answer to Howdy Modi is 'Everything is fine in India': PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-indian-community-event-in-houston-texas
"Prime Minister’s Introduction of President of USA at Houston, Texas",https://www.narendramodi.in/prime-minister-s-introduction-of-president-of-usa-at-houston-texas
"The first 100 days of our government at the Centre have been marked by Promise, Performance and Delivery: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-nasik-maharashtra
Sardar Patel’s visionary leadership helped to unite India: PM Modi ,https://www.narendramodi.in/text-of-pm-s-address-at-the-public-meeting-in-kevadia-gujarat
We strengthened our anti-terrorist laws within 100 days of government: PM,https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-of-various-development-projects-and-schemes-in-ranchi-jharkhand
India has always inspired the world on environmental protection: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-launch-of-national-animal-disease-control-and-nationwide-artificial-insemination-programmes-in-mathura
India takes pride in using remote sensing and other technologies for land restoration: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-14th-conference-of-parties-of-the-un-convention-to-combat-desertification
The last five years have seen Haryana progress rapidly with the ‘double-engine growth’: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-public-meeting-in-rohtak-haryana
The growing number of women entrepreneurs is a blessing for our society: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-an-interaction-with-women-self-help-groups-in-aurangabad
Launch of key metro projects in Mumbai will greatly enhance ‘Ease of Living’ for people: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-of-multiple-development-initiatives-in-mumbai-on-07-september-2019
You are exceptional professionals who have made an incredible contribution to national progress: PM to ISRO scientists,https://www.narendramodi.in/text-of-pm-s-address-to-the-nation-from-isro-control-centre
"PM Modi addresses Eastern Economic Forum in Vladivostok, Russia",https://www.narendramodi.in/pm-modi-s-remarks-at-plenary-session-of-5th-eastern-economic-forum-in-vladivostok-russia
PM Modi's remarks at joint press meet with President Putin,https://www.narendramodi.in/pm-modi-russian-president-vladimir-putin-at-a-joint-press-meet
PM Modi inaugurates Garvi Gujarat Bhawan,https://www.narendramodi.in/pm-modi-inaugurates-garvi-gujarat-bhawan-at-new-delhi
PM Modi presents Yoga Awards & launches 10 AYUSH centers,https://www.narendramodi.in/pm-modi-presents-yoga-awards-launches-10-ayush-centers
New India is about the voice of each and every of the 130 crore Indians: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-malayala-manorama-news-conclave-2019-
Fitness is not just a word but a pre-condition for healthy and fulfilling life: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-launch-of-fit-india-movement-
Let us join hands in curbing ‘single use plastic’: PM Modi during Mann Ki Baat,https://www.narendramodi.in/prime-minister-narendra-modi-s-mann-ki-baat-with-the-nation-august-2019
PM Modi conferred 'The King Hamad Order of the Renaissance' during his visit to Bahrain,https://www.narendramodi.in/acceptance-speech-of-prime-minister-on-being-conferred-the-king-hamad-order-of-the-renaissance-during-his-visit-to-bahrain
PM Modi interacts with Indian community in France,https://www.narendramodi.in/pm-modi-interacts-with-indian-community-in-france
PM Modi’s remarks at joint press meet with French President Emmanuel Macron,https://www.narendramodi.in/pm-modi-and-president-macron-at-joint-press-meet
PM Modi’s remarks at joint press meet with Zambian President,https://www.narendramodi.in/pm-modi-zambian-president-edgar-lungu-at-a-joint-press-meet
"We had a great Parliament session, for which I compliment MPs, parties and presiding officers: PM",https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-of-newly-constructed-flats-for-members-of-parliament-
PM Modi addresses students at Royal University of Bhutan,https://www.narendramodi.in/pm-modi-s-interaction-with-students-at-royal-university-of-bhutan
"One nation, one constitution spirit has become a reality now: PM Modi",https://www.narendramodi.in/text-of-prime-minister-shri-narendra-modi-s-address-to-the-nation-from-the-ramparts-of-the-red-fort-on-the-73rd-independence-day
Sushma Ji could even tell the PM what to do: Shri Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-prayer-meeting-in-remembrance-of-late-smt-sushma-swaraj-ji
PM Modi addresses the nation,https://www.narendramodi.in/prime-minister-narendra-modi-s-address-to-the-nation-on-8th-august-2019
Let us all pledge to create a green and environmentally sustainable country: PM,https://www.narendramodi.in/text-of-pm-s-speech-at-the-release-of-tiger-census-report-2018-in-new-delhi-on-29-july-2019-
2019 has been a great year for India’s space missions: PM Modi during Mann Ki Baat,https://www.narendramodi.in/prime-minister-narendra-modi-s-mann-ki-baat-with-the-nation-july-2019
"Kargil victory is a symbol of India's might, determination and capability: PM Modi",https://www.narendramodi.in/text-of-pm-s-speech-at-the-kargil-vijay-diwas-commemorative-function-on-27-july-2019-
PM’s speech at book release on former PM Chandra Shekhar,https://www.narendramodi.in/text-of-pm-s-speech-at-book-release-on-former-pm-chandra-shekhar
Our aim is to build a $5 trillion economy: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-bjp-membership-drive-in-varanasi-uttar-pradesh-
#BudgetForNewIndia is one of hope and will boost India’s development in 21st century: PM Modi,https://www.narendramodi.in/text-of-pm-s-reaction-on-union-budget-2019-2020
"Like Swachhata, let us make water conservation a Jan Andolan: PM Modi during Mann Ki Baat",https://www.narendramodi.in/mann-ki-baat-june-2019
"PM Modi's remarks at RIC Trilateral meeting in Osaka, Japan",https://www.narendramodi.in/prime-minister-s-opening-remarks-at-the-informal-summit-of-russia-india-china-ric-leaders-on-the-margins-of-g-20-summit-2019
PM's remarks at BRICS Leaders' Meeting on the margins of G20 Summit. ,https://www.narendramodi.in/pm-s-remarks-at-brics-leaders-meeting-on-the-margins-of-g20-summit-
PM Modi addresses Indian community in Japan,https://www.narendramodi.in/pm-modi-interacts-with-the-indian-community-in-kobe-japan
Departure Statement of Prime Minister for G 20 Osaka Summit,https://www.narendramodi.in/departure-statement-of-prime-minister-for-g-20-osaka-summit
"English rendering of Prime Minister’s reply to the Motion of thanks on President’s address in the Rajya Sabha on 26 June, 2019",https://www.narendramodi.in/english-rendering-of-prime-minister-s-reply-to-the-motion-of-thanks-on-president-s-address-in-the-rajya-sabha-on-26-june-2019
"Today, we have to live for the nation and build the India our freedom fighters dreamt of: PM Modi",https://www.narendramodi.in/text-of-prime-minister-narendra-modi-s-reply-to-the-motion-of-thanks-on-the-president-s-address-in-the-lok-sabha
Yoga is both ancient and modern. It is constant and evolving: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-celebrations-of-5th-international-yoga-day-in-ranchi
PM's Welcome speech on election of Shri Om Birla as Speaker of Lok Sabha,https://www.narendramodi.in/text-of-pm-s-welcome-speech-on-election-of-om-birla-as-speaker-of-lok-sabha-
Forget 'Paksh' and 'Vipaksh'. Think about issues with a ‘Nishpaksh spirit’ and work in the larger interest of the nation: PM,https://www.narendramodi.in/text-of-pm-s-media-statement-at-the-start-of-the-17th-lok-sabha-
PM Modi's remarks at joint press meet with Kyrgyzstan President,https://www.narendramodi.in/pm-modi-s-remarks-at-joint-press-meet-with-kyrgyzstan-president
PM Modi addresses India-Kyrgyzstan Business Forum,https://www.narendramodi.in/ceremonial-welcome-for-pm-modi-in-kyrgyzstan
PM Modi addresses the SCO Summit in Bishkek,https://www.narendramodi.in/pm-modi-addresses-the-sco-summit-in-bishkek
PM Modi addresses Maldives Parliament,https://www.narendramodi.in/pm-modi-addresses-the-maldives-parliament
Remarks by PM Modi at joint press meet with President of Maldives,https://www.narendramodi.in/remarks-by-pm-modi-at-joint-press-meet-with-president-of-maldives
"We are here to serve the people of the country: PM Modi in Guruvayur, Kerala",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-guruvayoor-kerala
"BJP relies on its cadre of hard-working, dedicated Karyakartas to reach out to the people: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-to-bjp-karyakartas-in-varanasi-uttar-pradesh
India has only have two castes - the poor and those that want to remove poverty: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-bjp-headquarters-delhi-
"Since assuming power in 2014, BJP government has been inspired by the values of patriotism, efficient governance and ‘Antyodaya’: PM",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-khargone-madhya-pradesh-
Election results of 23rd May will provide a reality check to the arrogant and repressive regime of Mamata Didi: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-mathurapur-west-bengal
The choice in these elections is between BJP’s model of inclusive development and Mahamilawat’s model of division: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-mau-uttar-pradesh
Entire nation witnessed lawlessness and violence unleashed by TMC hooligans in Kolkata: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-basirhat-west-bengal
"Despite ruling the nation for decades, the Congress party treated the tribal communities as a mere vote-bank: PM at Deoghar",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-deoghar-jharkhand-
"In contrast to 2014, today, India is the fastest growing major economy in the world: PM Modi in Paliganj, Bihar",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-paliganj-bihar
"Thanks to the arrogance of the Congress party, the victims of the gruesome 1984 anti-Sikh riots are still awaiting justice: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-chandigarh
"If voted back to power, Congress-RJD will push Bihar back to the days of misery and darkness: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-buxar-bihar
Poverty is my only caste: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-ballia-uttar-pradesh
Mere lip service of condemnation to the anti-Sikh statements of Congress leaders by the ‘Namdar’ does not heal the victims’ wounds: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-bathinda-punjab
Opposition’s election agenda rests upon personal abuses while our election agenda is about making India stronger: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-solan-himachal-pradesh
‘Tughlaq Road Chunavi Ghotala’ has revealed corrupt face of the Congress: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-ratlam-madhya-pradesh-
Congress has given a free pass to hooligans and anti-social elements: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-indore-madhya-pradesh-
"With our mantra of ‘Sabka Saath, Sabka Vikas’ we continuously worked towards enhancing the quality of life of our citizens: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-khandwa-madhya-pradesh-
The nation has witnessed rapid development since 2014 which is why people are again voting for a BJP government: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-kushinagar-uttar-pradesh
Entire nation suffered greatly due to ‘Mahamilawati’ governments’ ‘Hua Toh Hua’ approach: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-ghazipur-uttar-pradesh
BJP-led NDA governments have always demonstrated their paramount commitments to strengthening national security: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-robertsganj-uttar-pradesh
Congress shies away from discussing about national security and terrorism due to their votebank politics: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-mandi-himachal-pradesh-10-may-2019
Remarks by Congress’ guru shows its utter arrogance and hatred for the Sikh community: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-rohtak-haryana
Infrastructure development under the BJP-led NDA grew at double speed and scale than before: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-prayagraj-in-uttar-pradesh
"Since 2014, India has shown the world what it is capable of achieving with an efficient government at its helm: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-azamgarh-uttar-pradesh
