title,link
"TMC goons are looting people’s hard-earned money, indulging in scams and hooliganism: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-purulia-west-bengal-
TMC government has soft corners for foreign intruders but shows no respect for own country’s Prime Minister: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-bankura-west-bengal
"AAP brought in ‘Nakaampanthi’ in governance in Delhi; they came to change the nation, they changed themselves over time: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-at-ramlila-maidan-delhi
BJP in Haryana is focused on development and ensuring a transparent governance system: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-kurukshetra-haryana
No country can emerge as a superpower in the absence of a strong national security policy: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-fatehabad-haryana
Transformation of Jharkhand has become a talking point in the country due to BJP’s good governance: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-chaibasa-jharkhand
Didi cannot snatch away people’s right to vote in West Bengal: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-jhargram-west-bengal
Mamata Didi did not respond to calls to discuss Cyclone Fani: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-tamluk-west-bengal
"BJP has been taking strong, bold decisions in the long-term interests of the people: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-gwalior-madhya-pradesh-
The Congress and its ‘Mahamilawati’ allies spent decades ruling the country but could not eradicate poverty: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-sagar-madhya-pradesh
Congress and RJD have only relied on promoting nepotism and corruption in their governance: PM Modi in Bihar,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-valmiki-nagar-bihar
"We want to eradicate poverty, remove caste and other forms of discrimination: Prime Minister Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-basti-uttar-pradesh
"Maha Milwat creating rifts within the society, dividing people on the basis of caste and religion: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-pratapgarh-uttar-pradesh-
Congress governments have always been ineffective in addressing concerns of people and making their lives easier: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-sikar-rajasthan
First Congress mocked our surgical strikes and now are they claiming to have conducted six such strikes during their terms: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-hindaun-rajasthan
UN’s listing of Masood Azhar as a global terrorist shows India’s efforts against terrorism: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-jaipur-rajasthan
Terrorism remains a great threat to the whole world and needs a strong approach to eliminate it: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-hoshangabad-madhya-pradesh
"A strong, stable, transparent and people-centric government is extremely crucial for a growing, aspirational country like India: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-bahraich-uttar-pradesh
BJP-led NDA government acts with a ‘zero-tolerance’ policy on terrorism: PM Modi in Muzaffarpur,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-muzaffarpur-bihar
"Trinamool Congress believes in ‘Bhaag Karo, Shashon Karo’ (divide and rule) philosophy: PM Modi in Barrackpore",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-barrackpore-west-bengal
"Congress wants a weak government they can remote control, says PM Modi in Koderma, Jharkhand",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-koderma-jharkhand
Congress’ soft approach towards terrorists and their sympathizers caused great damage to our national security:  PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-kannauj-uttar-pradesh
Congress’ divisive politics do not have people’s support anymore: Prime Minister Modi in Mumbai,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-mumbai-maharashtra
Maha Milawat has lost its ground among the people because of their petty politics: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-sidhi-madhya-pradesh-
Congress’ ‘Namdar’ has called a whole community ‘thief’ out of his hatred for Modi: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-banda-uttar-pradesh
‘New India’ follows the approach of no-tolerance against corruption and terrorism: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-darbhanga-bihar-25-april-2019
Hooliganism of TMC goons can neither deter resolve of BJP workers nor stop TMC’s impending defeat in Bengal: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-bolpur-west-bengal
Opposition have started again with their claims that the EVMs are faulty: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-lohardaga-jharkhand
People of West Bengal are all set to give a major jolt to the TMC and its Mahamilawati allies: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-asansol-west-bengal
BJP-led NDA has worked tirelessly over the past five years to ensure inclusive and rapid development for all: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-kendrapara-odisha-
"Last five years have shown that it is indeed possible to successfully run an honest, transparent government: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-udaipur-rajasthan
"NDA has worked to strengthen the national security: PM Modi in Dindori, Maharashtra",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-dindori-maharashtra
"Modi is ready to risk his entire political career but will never let the country down: PM in Chittorgarh, Rajasthan",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-chittorgarh-rajasthan
The Mahamilwati parties are rattled seeing the support for the BJP in UP: PM Modi in Bareilly,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-bareilly-gujarat
Congress-led government did nothing after the dastardly 26/11 terrorist attacks in Mumbai: PM Modi in Bihar,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-araria-bihar-
"‘Speed-Breaker Didi’ totally deceived the people and their aspirations in the name of ‘Maa, Maati, Maanush’: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-buniadpur-west-bengal-
Everybody has seen how the UDF and LDF are threatening the traditions and religious practices of the people in Kerala: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-thiruvananthapuram-kerala
'Nataka' in Karnataka is full of emotions and revenge: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-bagalkot-karnataka-
Only vote-bank politics matter for Congress and JD(S): PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-chikodi-karnataka-
"Whenever Congress comes to power, both inflation and corruption soar in the country: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-anand-gujarat
Maharashtra has decided to keep the ‘double-engine of growth’ going by supporting the BJP in these elections: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-madha-maharashtra-
Opposition parties have no vision to take the country forward: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-sambalpur-odisha-
Congress is giving a free run to the perpetrators of violence in Chhattisgarh: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-korba-chhattisgarh-
Convinced that the people of UP will support us wholeheartedly in these elections: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-moradabad-uttar-pradesh
"The alliance of Congress, PDP and NC in J&K is one of opportunism and hunger for power: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-kathua-jammu-and-kashmir
"Opposition believes in ‘Vanshoday’ while we believe in ‘Antyodaya’: PM Modi in Mangaluru, Karnataka",https://www.narendramodi.in/pm-modi-addresses-public-meeting-at-bengaluru-karnataka
These elections are about electing a government that puts ‘nation first’ or a government that puts ‘family first’: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-gangavathi-karnataka-
Lok Sabha elections will be crucial in deciding whether an honest ‘Chowkidar’ will prevail or a corrupt ‘Namdar’: PM in Ahmednagar,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-ahmednagar-maharashtra-
Subsequent Congress governments in the past hindered the North-East’s development: PM Modi in Assam,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-mangaldoi-assam
Bihar’s politics has become ‘people-centric’ since NDA assumed power in the state and centre: PM Modi in Bhagalpur,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-bhagalpur-bihar
Congress and its allies want to form a weak and unstable government: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-panaji-goa-
Tuglak Road Chunavi Ghotala is the latest scam from Congress' stable: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-junagadh-gujarat
Upcoming elections are about electing a strong government that puts the welfare of its people first: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-chitradurga-karnataka
Unfortunate that the Congress manifesto and Pakistan speak in the same tone when it comes to Kashmir: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-latur-maharashtra-
"Our 'Sankalp Patra' revolves around three key points - 'Rashtravaad', 'Antyodaya' and 'Sushaasan': PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-bjp-releases-sankalp-patra-for-lok-sabha-elections-2019-
Time for people of Manipur to show red card to Congress for its fouls: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-in-public-meeting-at-imphal-manipur-7april-2019
We have destroyed the ecosystem of corruption comprising of middlemen: PM Modi in Tripura,https://www.narendramodi.in/text-of-pm-modi-s-speech-in-public-meeting-at-udaipur-tripura
People of Bengal have decided to give a clear defeat to the opportunistic politics of Didi: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-cooch-behar-west-bengal-
"We have a clear vision of building a ‘New India’, a country that is strong, transparent and provides equal opportunities for all: PM",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-nanded-maharashtra
"Upcoming elections will decide whether development will win or dynasty: PM Modi in Balod, Chhattisgrh",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-balod-chhattisgarh
Congress and BJD see poor as their votebank: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-sundargarh-odisha
Congress puts corruption on accelerator and development on ventilator: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-dehradun-uttarakhand
"We are moving forward with our vision of ‘Sabka Saath, Sabka Vikas’ and will continue to put people’s welfare first: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-amroha-uttar-pradesh
Congress ‘Dhakosala-Patra’ is a manifesto for Pakistan’s propaganda: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-gondia-maharashtra
"'Speed-breaker' Didi is hindering rapid, inclusive development in West Bengal: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-kolkata-west-bengal
'Speed-breaker' Didi is hindrance to West Bengal's development: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-siliguri-west-bengal
People know well the difference between falsehood of Congress and honest efforts of the BJP: PM Modi ,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-pasighat-arunachal-pradesh-
Shameful for 'Maha Milawat' to question our armed forces after air strikes in Pakistan's Balakot: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-gaya-bihar
"Only two kinds of people dislike the ‘Chowkidar’: One, the ‘Maha-milawati’ gang and two, terror sympathizers: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-jamui-bihar
BJD and Congress have always considered the poor their vote-bank: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-kalahandi-odisha
"With the vision of ‘Sabka Saath, Sabka Vikas’, we are making all efforts to ensure equitable development for all: PM",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-secunderabad-telangana-
Congress-NCP alliance is formed not to serve people of Maharashtra but to serve dynasts: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-wardha-maharashtra
Being a ‘Chowkidar’ is a spirit to work towards the betterment of society: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-interaction-with-people-across
"The choice in the upcoming elections is between a decisive government or a dynastic government: PM Modi in Gohpur, Assam",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-gohpur
North-East has witnessed record development under the NDA: PM Modi in Assam,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-moran
"‘Suraksha’, ‘Samriddhi’ and ‘Samman’ are the guiding principles of our development model: PM",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-mahbubnagar-telangana
Strong Odisha will strengthen eastern India which will further promote a stronger India: PM in Koraput,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-koraput-odisha
Any attempt by harbingers of terrorism towards harming India’s national security will come at heavy costs: PM,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-jammu
Congress' culture of corruption responsible for delay in defence procurements: PM Modi in Rudrapur,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-public-meeting-in-rudrapur-uttarakhand
People of this country will never be fooled by those shedding crocodile tears on their poverty: PM Modi,https://www.narendramodi.in/text-of-pm-modi-s-speech-at-meerut-uttar-pradesh-
India stands tall as a space power: PM Narendra Modi,https://www.narendramodi.in/india-stands-tall-as-a-space-power-pm-narendra-modi
"Today, every Indian is saying - 'Main Bhi Chowkidar': PM Modi",https://www.narendramodi.in/text-of-pm-s-speech-at-interaction-with-security-guards-across-the-country-on-radio
Projects launched between India & Bangladesh represent commitment of both countries towards enhancing quality of life for the citizens: PM,https://www.narendramodi.in/pm-modi-and-pm-sheikh-hasina-launch-bus-service-via-video-conferencing-in-bangladesh
CISF plays an important role in fulfilling dreams & aspirations of New India: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-50th-raising-day-celebrations-of-the-cisf-
Government is committed towards providing air connectivity to smaller cities through UDAN Yojana: PM,https://www.narendramodi.in/text-of-pm-s-address-at-the-launch-of-various-development-projects-at-noida-uttar-pradesh-
"By 2022, every single family in the country will have a house: PM Modi",https://www.narendramodi.in/text-of-pm-s-address-at-unveiling-of-various-development-projects-at-kanpur-up-
"With the blessings of Bhole Baba, the dream of Kashi Vishwanath Dham has come true: PM Modi",https://www.narendramodi.in/text-of-pm-s-speech-at-kashi-vishwanath-temple-in-varanasi-uttar-pradesh-
"PM lays foundation stone of Integrated Command and Control Centres in Sikkim, Arunachal Pradesh and Tripura",https://www.narendramodi.in/pm-modi-inaugurates-command-control-centres-for-smart-cities-in-northeast
"India has a rich tradition of communities taking lead, to solve the challenges faced by an era: PM",https://www.narendramodi.in/text-of-pm-s-speech-at-foundation-stone-laying-ceremony-of-shikshan-bhavan-vidyarthi-bhavan-in-adalaj-
Won't spare those who sponsor terrorism: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-inauguration-of-new-civil-cancer-eye-hospitals-in-ahmedabad-
Let us create a society where there is no discrimination based on gender: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-foundation-stone-laying-ceremony-of-vishwa-umiyadham-temple-complex-in-jaspur-
The entire nation agrees that the menace of terror has to be eliminated: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-dedication-of-guru-gobind-singh-hospital-to-the-nation-in-jamnagar
"Implementation of schemes such as PM Awas Yojana, Ujjwala Yojana, Saubhagya Yojana in Amethi is ensuring ‘Ease of Living’: PM",https://www.narendramodi.in/text-of-pm-s-address-at-the-unveiling-of-various-development-projects-in-amethi-up
"Today, India has emerged as the world’s third biggest startup nation: PM Modi",https://www.narendramodi.in/text-of-the-pm-s-opening-remarks-on-the-occasion-of-his-interaction-with-students-at-smart-india-hackathon-via-video-conference-
India is today removing poverty at a rapid rate and has become the fastest growing large economy: PM,https://www.narendramodi.in/text-of-pm-s-address-at-the-india-today-conclave-2019
It is my dream that every Indian has a Pukka house by 2022: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-inauguration-of-construction-technology-india-2019-in-new-delhi
Our government is working tirelessly to accelerate development and opportunities for all sections of society in Andhra Pradesh: PM,https://www.narendramodi.in/text-of-pm-s-address-at-public-meeting-in-visakhapatnam-andhra-pradesh
Our scientific institutions should align with future requirements and try to find solutions for local problems: PM,https://www.narendramodi.in/text-of-pm-s-address-at-presentation-of-shanti-swarup-bhatnagar-prizes-
"India will live as one, work as one, grow as one, fight as one, win as one: PM Modi",https://www.narendramodi.in/text-of-pm-modi-s-speech-at-interaction-with-volunteers-supporters-party-karyakartas-from-across-the-country
Words one speak may or may not be impressive but it should definitely be inspiring: PM Modi,https://www.narendramodi.in/text-of-pm-s-speech-at-the-national-youth-parliament-festival-awards-function
"Gita teaches us harmony and brotherhood, says PM Modi",https://www.narendramodi.in/text-of-pm-s-speech-at-unveiling-ceremony-of-world-s-largest-bhagavad-gita
Freedom struggle became a mass movement due to the visionary efforts of Mahatma Gandhi: PM,https://www.narendramodi.in/text-of-pm-s-speech-at-gandhi-peace-prize-presentation-ceremony-at-rashtrapati-bhawan-new-delhi-
India is the fastest growing major economy: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-rising-india-summit-
"Our soldiers have been the first line of defence, both against enemies, and against natural disasters: PM Modi",https://www.narendramodi.in/text-of-pm-s-address-at-the-inauguration-of-national-war-memorial-new-delhi-
India is making rapid strides towards becoming an open defecation free nation: PM Modi,https://www.narendramodi.in/india-is-making-rapid-strides-towards-becoming-an-open-defecation-free-nation-pm-modi
PM-KISAN scheme will give wings to the aspirations of crores of hardworking farmers of India who feed our nation: PM,https://www.narendramodi.in/text-of-pm-s-address-at-the-launch-of-pm-kisan-scheme-and-other-initiatives-in-gorakhpur-uttar-pradesh-
Martyrdom of our brave Jawans strengthens our resolve to combat terrorism: PM during Mann Ki Baat,https://www.narendramodi.in/martyrdom-of-our-brave-jawans-strengthens-our-resolve-to-combat-terrorism-pm-during-mann-ki-baat
India’s parliamentary elections are the “kumbh of democracy”: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-the-kumbh-global-participation-event-
Today change is clearly visible: PM Modi at ET Global Business Summit,https://www.narendramodi.in/text-of-pm-s-address-at-the-economic-times-global-business-summit-
Indian community all over the world are the country’s ‘Rashtradoots’: PM Modi,https://www.narendramodi.in/text-of-pm-s-address-at-indian-community-event-in-south-korea-
PM Modi addresses India - Republic of Korea Business Symposium,https://www.narendramodi.in/pm-modi-addresses-india-republic-of-korea-business-symposium
PM Modi’s remarks at joint press meet with Crown Prince of Saudi Arabia,https://www.narendramodi.in/pm-modi-crown-prince-of-saudi-arabia-mohammad-bin-salman-at-a-joint-press-meet
